po_id,po_date,supplier_id,material_id,quantity_ordered,unit,unit_price_quoted,delivery_promised_date,payment_terms_days
PO-2021-0671,2022-02-07,VS17,SS Pipes,36.64,MT,111907.89,2022-02-18,45
PO-2021-0672,2021-03-05,VS26,GI Sheets,45.41,MT,86369.55,2021-03-16,21
PO-2021-0673,2023-08-25,VS10,Angles & Channels,20.23,MT,111857.82,2023-09-06,30
PO-2021-0674,2022-08-19,VS09,Fasteners & Fittings,25.56,MT,51791.55,2022-08-27,30
PO-2021-0675,2023-10-26,VS01,HR Coils,42.55,MT,105490.5,2023-11-07,15
PO-2021-0676,2021-12-06,VS33,Square/Rect Tubes,22.86,MT,58435.89,2021-12-18,45
PO-2021-0677,2021-10-27,VS31,Angles & Channels,2.98,MT,102110.43,2021-11-02,45
PO-2021-0678,2021-05-09,VS17,Angles & Channels,12.47,MT,95143.92,2021-05-20,45
PO-2021-0679,2023-01-10,VS25,Structural Steel,45.98,MT,111116.4,2023-01-13,30
PO-2021-0680,2022-10-26,VS07,Hex Bars,32.04,MT,65512.15,2022-11-09,15
PO-2021-0681,2022-06-24,VS12,MS Rods,33.03,MT,75293.15,2022-07-07,15
PO-2021-0682,2021-06-09,VS34,CR Sheets,19.44,MT,113043.18,2021-06-20,21
PO-2021-0683,2023-04-12,VS23,Angles & Channels,24.86,MT,81158.26,2023-04-24,45
PO-2021-0684,2021-01-14,VS33,Square/Rect Tubes,22.56,MT,62249.31,2021-01-25,45
PO-2021-0685,2022-07-30,VS14,Square/Rect Tubes,10.16,MT,72166.72,2022-08-13,30
PO-2021-0686,2021-08-31,VS15,GI Wire,40.75,MT,99019.17,2021-09-10,45
PO-2021-0687,2023-09-08,VS31,GI Sheets,29.95,MT,93544.44,2023-09-17,45
PO-2021-0688,2021-02-15,VS16,GI Pipes,7.27,MT,89426.07,2021-02-20,15
PO-2021-0689,2023-11-16,VS03,Square/Rect Tubes,3.74,MT,66944.25,2023-11-21,21
PO-2021-0690,2023-11-25,VS26,MS Pipes,44.05,MT,99598.07,2023-12-02,21
PO-2021-0691,2021-06-25,VS14,Fasteners & Fittings,30.72,MT,80356.01,2021-07-05,30
PO-2021-0692,2021-12-16,VS15,GI Wire,30.44,MT,104596.21,2021-12-31,45
PO-2021-0693,2022-01-08,VS33,CR Sheets,9.22,MT,96419.34,2022-01-18,45
PO-2021-0694,2021-05-21,VS15,MS Rods,19.89,MT,53142.76,2021-05-27,45
PO-2021-0695,2023-12-07,VS33,GI Wire,41.5,MT,90413.33,2023-12-12,45
PO-2021-0696,2023-09-02,VS03,Spring Steel,25.66,MT,55966.28,2023-09-12,21
PO-2021-0697,2021-09-24,VS01,GI Wire,26.58,MT,72778.31,2021-09-27,15
PO-2021-0698,2023-12-22,VS28,HR Coils,46.98,MT,81159.26,2024-01-06,15
PO-2021-0699,2023-02-20,VS23,ERW Pipes,21.85,MT,64088.85,2023-03-07,45
PO-2021-0700,2022-04-22,VS06,SS Sheets,30.32,MT,85779.83,2022-04-29,30
PO-2021-0701,2022-01-23,VS01,MS Pipes,29.32,MT,53837.15,2022-01-26,15
PO-2021-0702,2023-02-08,VS14,MS Flats,21.03,MT,52993.74,2023-02-17,30
PO-2021-0703,2022-06-04,VS17,Spring Steel,21.75,MT,72423.31,2022-06-11,45
PO-2021-0704,2023-03-25,VS14,GI Wire,28.05,MT,86817.2,2023-03-30,30
PO-2021-0705,2023-01-29,VS31,CR Sheets,49.44,MT,88323.84,2023-02-13,45
PO-2021-0706,2023-03-27,VS09,ERW Pipes,37.64,MT,78494.62,2023-04-10,30
PO-2021-0707,2021-11-28,VS07,GI Sheets,25.91,MT,103956.08,2021-12-13,15
PO-2021-0708,2021-04-17,VS11,MS Rods,48.26,MT,45396.8,2021-04-21,30
PO-2021-0709,2021-10-25,VS31,GI Wire,5.32,MT,64731.9,2021-11-02,45
PO-2021-0710,2021-06-13,VS03,MS Rods,46.6,MT,78050.3,2021-06-26,21
PO-2021-0711,2023-12-04,VS19,GI Pipes,47.34,MT,110777.84,2023-12-17,30
PO-2021-0712,2023-10-10,VS29,MS Pipes,10.88,MT,94266.32,2023-10-25,30
PO-2021-0713,2023-11-28,VS19,GI Sheets,2.65,MT,93562.16,2023-12-09,30
PO-2021-0714,2022-04-20,VS11,GI Pipes,18.63,MT,94126.43,2022-04-25,30
PO-2021-0715,2021-06-27,VS18,MS Rods,18.3,MT,74635.73,2021-07-09,30
PO-2021-0716,2022-02-15,VS34,MS Pipes,37.11,MT,50146.29,2022-02-19,21
PO-2021-0717,2022-08-06,VS23,Angles & Channels,48.2,MT,65738.09,2022-08-18,45
PO-2021-0718,2022-02-03,VS30,MS Rods,29.17,MT,64583.06,2022-02-12,45
PO-2021-0719,2023-11-03,VS07,Spring Steel,4.55,MT,67068.89,2023-11-07,15
PO-2021-0720,2023-11-18,VS17,Spring Steel,40.84,MT,88117.04,2023-12-02,45
PO-2021-0721,2023-06-26,VS25,Structural Steel,38.73,MT,101810.5,2023-07-11,30
PO-2021-0722,2023-07-29,VS30,MS Pipes,24.62,MT,64336.48,2023-08-07,45
PO-2021-0723,2022-03-28,VS15,MS Flats,21.21,MT,71482.22,2022-04-08,45
PO-2021-0724,2021-01-20,VS17,HR Coils,15.08,MT,74919.8,2021-02-03,45
PO-2021-0725,2022-12-02,VS05,Spring Steel,46.64,MT,80741.66,2022-12-10,15
PO-2021-0726,2022-03-24,VS18,MS Sheets,47.41,MT,96233.05,2022-03-30,30
PO-2021-0727,2023-10-19,VS13,HR Coils,37.04,MT,110455.69,2023-10-25,30
PO-2021-0728,2022-04-15,VS13,HR Coils,41.98,MT,71702.05,2022-04-30,30
PO-2021-0729,2021-08-07,VS08,SS Pipes,34.11,MT,94756.81,2021-08-19,21
PO-2021-0730,2021-01-14,VS03,Structural Steel,19.19,MT,71402.52,2021-01-26,21
PO-2021-0731,2022-07-17,VS32,MS Sheets,49.24,MT,113700.51,2022-07-24,45
PO-2021-0732,2023-03-26,VS15,Square/Rect Tubes,3.65,MT,104945.24,2023-04-05,45
PO-2021-0733,2021-03-08,VS33,Angles & Channels,20.29,MT,96475.4,2021-03-13,45
PO-2021-0734,2023-07-26,VS08,Hex Bars,23.54,MT,96690.79,2023-07-29,21
PO-2021-0735,2022-03-08,VS25,ERW Pipes,16.95,MT,90958.36,2022-03-15,30
PO-2021-0736,2022-01-19,VS17,HR Coils,14.2,MT,116889.51,2022-01-27,45
PO-2021-0737,2023-01-20,VS12,Structural Steel,21.77,MT,79489.25,2023-02-04,15
PO-2021-0738,2023-02-02,VS24,MS Rods,14.7,MT,58491.69,2023-02-07,45
PO-2021-0739,2022-04-14,VS07,CR Sheets,40.4,MT,86650.5,2022-04-23,15
PO-2021-0740,2022-02-06,VS10,Square/Rect Tubes,24.18,MT,45730.67,2022-02-15,30
PO-2021-0741,2023-10-21,VS09,Hex Bars,27.17,MT,68679.54,2023-10-31,30
PO-2021-0742,2022-09-07,VS17,Spring Steel,43.07,MT,48578.2,2022-09-11,45
PO-2021-0743,2021-12-01,VS04,GI Sheets,40.88,MT,80740.46,2021-12-14,21
PO-2021-0744,2021-07-17,VS29,MS Flats,13.73,MT,72022.99,2021-07-28,30
PO-2021-0745,2022-06-12,VS23,MS Pipes,21.18,MT,71331.79,2022-06-25,45
PO-2021-0746,2022-02-12,VS12,SS Sheets,18.4,MT,99309.04,2022-02-22,15
PO-2021-0747,2023-07-05,VS06,MS Rods,31.07,MT,79781.41,2023-07-10,30
PO-2021-0748,2021-12-10,VS22,GI Wire,31.93,MT,87872.82,2021-12-14,21
PO-2021-0749,2021-06-12,VS11,MS Flats,12.18,MT,68765.87,2021-06-19,30
PO-2021-0750,2022-07-02,VS26,CR Sheets,44.5,MT,103573.05,2022-07-10,21
PO-2021-0751,2023-12-03,VS29,GI Wire,9.2,MT,109065.89,2023-12-08,30
PO-2021-0752,2022-04-26,VS17,SS Pipes,11.32,MT,74778.42,2022-04-30,45
PO-2021-0753,2021-05-11,VS31,Spring Steel,3.64,MT,102820.03,2021-05-22,45
PO-2021-0754,2021-06-20,VS07,CR Sheets,31.29,MT,51323.34,2021-06-29,15
PO-2021-0755,2022-09-26,VS15,HR Coils,37.14,MT,78237.03,2022-10-01,45
PO-2021-0756,2021-09-26,VS34,MS Sheets,2.4,MT,94766.19,2021-10-04,21
PO-2021-0757,2023-09-03,VS30,Spring Steel,46.81,MT,86140.9,2023-09-08,45
PO-2021-0758,2021-12-29,VS30,GI Wire,26.65,MT,92964.62,2022-01-05,45
PO-2021-0759,2022-12-13,VS31,Spring Steel,12.13,MT,51716.55,2022-12-20,45
PO-2021-0760,2023-01-20,VS27,CR Sheets,8.63,MT,45791.69,2023-01-31,21
PO-2021-0761,2021-10-07,VS23,SS Sheets,23.99,MT,45623.78,2021-10-17,45
PO-2021-0762,2023-09-05,VS20,MS Pipes,38.53,MT,104847.36,2023-09-17,21
PO-2021-0763,2022-04-19,VS01,Spring Steel,19.31,MT,75880.19,2022-04-30,15
PO-2021-0764,2023-06-15,VS26,HR Coils,9.0,MT,100283.84,2023-06-24,21
PO-2021-0765,2023-02-14,VS15,CR Sheets,4.88,MT,91899.23,2023-02-25,45
PO-2021-0766,2022-07-11,VS19,Spring Steel,40.63,MT,79006.5,2022-07-15,30
PO-2021-0767,2022-01-09,VS09,SS Sheets,6.41,MT,79150.73,2022-01-19,30
PO-2021-0768,2022-07-12,VS32,GI Sheets,16.71,MT,56411.2,2022-07-23,45
PO-2021-0769,2021-02-15,VS12,ERW Pipes,14.82,MT,56553.06,2021-02-25,15
PO-2021-0770,2021-01-17,VS15,SS Pipes,8.38,MT,82018.47,2021-01-25,45
PO-2021-0771,2023-05-11,VS20,Structural Steel,49.9,MT,79776.34,2023-05-26,21
PO-2021-0772,2021-03-06,VS22,SS Pipes,42.33,MT,116373.3,2021-03-09,21
PO-2021-0773,2022-06-30,VS26,SS Pipes,27.62,MT,58620.28,2022-07-07,21
PO-2021-0774,2023-02-21,VS01,ERW Pipes,48.76,MT,98601.19,2023-03-02,15
PO-2021-0775,2023-06-27,VS16,GI Pipes,10.76,MT,100149.21,2023-07-01,15
PO-2021-0776,2023-12-04,VS14,Structural Steel,20.07,MT,117091.04,2023-12-12,30
PO-2021-0777,2021-11-21,VS03,Spring Steel,26.53,MT,66558.39,2021-12-04,21
PO-2021-0778,2022-09-04,VS13,Angles & Channels,44.49,MT,109774.32,2022-09-10,30
PO-2021-0779,2021-08-20,VS16,GI Wire,16.9,MT,57552.03,2021-08-27,15
PO-2021-0780,2021-09-03,VS26,HR Coils,1.44,MT,48149.5,2021-09-18,21
PO-2021-0781,2023-09-01,VS10,Angles & Channels,38.77,MT,63654.17,2023-09-11,30
PO-2021-0782,2021-07-07,VS22,GI Pipes,3.93,MT,93343.12,2021-07-21,21
PO-2021-0783,2021-08-08,VS09,Structural Steel,12.4,MT,118625.68,2021-08-23,30
PO-2021-0784,2022-12-13,VS29,GI Sheets,2.05,MT,73332.67,2022-12-27,30
PO-2021-0785,2021-10-03,VS17,GI Pipes,24.78,MT,77812.5,2021-10-10,45
PO-2021-0786,2023-10-01,VS13,MS Sheets,27.64,MT,69276.07,2023-10-11,30
PO-2021-0787,2022-07-18,VS11,SS Pipes,27.03,MT,78703.81,2022-07-25,30
PO-2021-0788,2023-01-22,VS30,MS Pipes,39.02,MT,82946.83,2023-02-05,45
PO-2021-0789,2022-01-15,VS02,Angles & Channels,39.02,MT,62908.99,2022-01-29,21
PO-2021-0790,2021-05-10,VS25,GI Sheets,26.68,MT,82316.19,2021-05-21,30
PO-2021-0791,2021-11-12,VS19,MS Flats,21.08,MT,71917.88,2021-11-16,30
PO-2021-0792,2023-12-08,VS05,GI Pipes,41.92,MT,54733.07,2023-12-11,15
PO-2021-0793,2022-02-18,VS07,Structural Steel,10.39,MT,47386.29,2022-03-03,15
PO-2021-0794,2023-03-07,VS32,Hex Bars,31.57,MT,89272.57,2023-03-10,45
PO-2021-0795,2023-01-21,VS15,SS Pipes,1.64,MT,114077.64,2023-02-03,45
PO-2021-0796,2023-10-04,VS06,Fasteners & Fittings,40.25,MT,49552.51,2023-10-15,30
PO-2021-0797,2023-05-02,VS24,GI Pipes,41.36,MT,64936.17,2023-05-05,45
PO-2021-0798,2021-05-25,VS20,SS Pipes,47.29,MT,117044.01,2021-05-29,21
PO-2021-0799,2021-07-27,VS15,Spring Steel,19.88,MT,59483.96,2021-08-09,45
PO-2021-0800,2022-05-25,VS12,Spring Steel,37.71,MT,79184.4,2022-05-29,15
PO-2021-0801,2023-01-04,VS30,GI Wire,44.26,MT,57510.7,2023-01-09,45
PO-2021-0802,2023-04-03,VS33,MS Flats,33.22,MT,85042.54,2023-04-15,45
PO-2021-0803,2023-06-27,VS23,MS Flats,27.95,MT,119763.77,2023-07-05,45
PO-2021-0804,2023-04-25,VS28,MS Flats,30.81,MT,87235.85,2023-05-01,15
PO-2021-0805,2023-02-08,VS17,Angles & Channels,48.12,MT,78562.48,2023-02-17,45
PO-2021-0806,2021-01-01,VS03,SS Sheets,30.19,MT,87173.53,2021-01-08,21
PO-2021-0807,2021-01-14,VS20,HR Coils,11.53,MT,68617.85,2021-01-29,21
PO-2021-0808,2022-07-20,VS33,Spring Steel,28.96,MT,87870.89,2022-07-24,45
PO-2021-0809,2021-03-19,VS30,Angles & Channels,8.65,MT,64874.11,2021-03-31,45
PO-2021-0810,2022-05-27,VS15,CR Sheets,40.74,MT,51892.88,2022-06-05,45
PO-2021-0811,2022-03-22,VS05,MS Flats,39.85,MT,57967.69,2022-04-05,15
PO-2021-0812,2021-07-15,VS20,GI Pipes,36.81,MT,88221.28,2021-07-19,21
PO-2021-0813,2021-04-25,VS22,Angles & Channels,44.11,MT,77572.83,2021-04-29,21
PO-2021-0814,2022-04-10,VS01,MS Rods,3.65,MT,84328.75,2022-04-18,15
PO-2021-0815,2021-11-03,VS21,Hex Bars,35.19,MT,56489.81,2021-11-16,15
PO-2021-0816,2023-03-16,VS29,Hex Bars,5.41,MT,77395.18,2023-03-31,30
PO-2021-0817,2023-03-19,VS10,Square/Rect Tubes,17.47,MT,80689.1,2023-04-02,30
PO-2021-0818,2021-04-11,VS26,CR Sheets,5.17,MT,82636.73,2021-04-26,21
PO-2021-0819,2021-09-25,VS09,Structural Steel,28.41,MT,81589.58,2021-10-08,30
PO-2021-0820,2022-02-06,VS34,HR Coils,12.87,MT,64969.28,2022-02-15,21
PO-2021-0821,2022-10-25,VS06,ERW Pipes,33.92,MT,76765.55,2022-11-02,30
PO-2021-0822,2022-01-26,VS21,Angles & Channels,30.1,MT,46815.51,2022-02-02,15
PO-2021-0823,2021-12-13,VS23,Fasteners & Fittings,31.54,MT,78034.76,2021-12-19,45
PO-2021-0824,2022-02-13,VS24,Square/Rect Tubes,38.13,MT,108957.31,2022-02-17,45
PO-2021-0825,2021-04-22,VS16,Square/Rect Tubes,43.57,MT,106510.05,2021-04-25,15
PO-2021-0826,2022-12-05,VS08,SS Sheets,23.05,MT,46706.11,2022-12-11,21
PO-2021-0827,2022-03-10,VS14,Spring Steel,26.64,MT,64399.35,2022-03-20,30
PO-2021-0828,2021-10-17,VS02,MS Rods,29.57,MT,94764.63,2021-10-20,21
PO-2021-0829,2022-06-08,VS11,GI Pipes,14.92,MT,104189.14,2022-06-20,30
PO-2021-0830,2022-07-10,VS04,Fasteners & Fittings,33.08,MT,45625.06,2022-07-19,21
PO-2021-0831,2022-07-10,VS24,ERW Pipes,1.93,MT,110055.78,2022-07-23,45
PO-2021-0832,2023-03-03,VS15,MS Rods,25.92,MT,98226.66,2023-03-11,45
PO-2021-0833,2023-09-20,VS06,MS Sheets,10.74,MT,117509.35,2023-10-01,30
PO-2021-0834,2021-02-14,VS03,HR Coils,46.19,MT,70584.35,2021-02-24,21
PO-2021-0835,2023-03-17,VS11,MS Pipes,17.99,MT,71393.48,2023-03-30,30
PO-2021-0836,2022-09-12,VS16,Hex Bars,14.52,MT,49650.73,2022-09-19,15
PO-2021-0837,2023-03-04,VS02,Spring Steel,47.51,MT,61918.7,2023-03-12,21
PO-2021-0838,2023-03-16,VS09,SS Pipes,36.76,MT,84053.84,2023-03-29,30
PO-2021-0839,2022-04-11,VS27,HR Coils,29.07,MT,76984.87,2022-04-18,21
PO-2021-0840,2022-11-06,VS29,Spring Steel,7.46,MT,93935.45,2022-11-18,30
PO-2021-0841,2022-02-19,VS09,SS Sheets,34.74,MT,112398.24,2022-02-24,30
PO-2021-0842,2023-05-31,VS10,MS Sheets,16.56,MT,86800.52,2023-06-14,30
PO-2021-0843,2021-08-31,VS12,MS Flats,42.14,MT,58150.78,2021-09-03,15
PO-2021-0844,2022-10-15,VS27,GI Wire,15.86,MT,100920.73,2022-10-28,21
PO-2021-0845,2022-07-15,VS10,GI Sheets,6.23,MT,58855.99,2022-07-30,30
PO-2021-0846,2022-07-01,VS15,HR Coils,12.31,MT,46956.34,2022-07-05,45
PO-2021-0847,2023-09-04,VS09,Hex Bars,42.46,MT,80157.26,2023-09-17,30
PO-2021-0848,2023-02-05,VS12,MS Rods,25.08,MT,57525.99,2023-02-11,15
PO-2021-0849,2022-04-09,VS03,GI Wire,38.46,MT,47971.11,2022-04-16,21
PO-2021-0850,2023-04-26,VS15,GI Sheets,38.13,MT,49960.22,2023-05-06,45
PO-2021-0851,2023-10-01,VS21,Fasteners & Fittings,44.49,MT,77066.68,2023-10-16,15
PO-2021-0852,2021-03-27,VS25,MS Flats,20.31,MT,115435.43,2021-04-08,30
PO-2021-0853,2023-12-12,VS03,Hex Bars,6.36,MT,82438.23,2023-12-15,21
PO-2021-0854,2022-05-19,VS34,Spring Steel,20.38,MT,100137.76,2022-05-30,21
PO-2021-0855,2023-03-05,VS34,GI Pipes,10.3,MT,77966.54,2023-03-12,21
PO-2021-0856,2022-08-09,VS30,MS Sheets,21.7,MT,90985.07,2022-08-12,45
PO-2021-0857,2023-11-25,VS10,Fasteners & Fittings,41.66,MT,78877.36,2023-12-09,30
PO-2021-0858,2023-10-23,VS08,MS Sheets,39.16,MT,115338.18,2023-11-06,21
PO-2021-0859,2021-10-05,VS26,GI Wire,16.85,MT,46868.41,2021-10-15,21
PO-2021-0860,2022-02-18,VS30,SS Pipes,13.25,MT,96878.81,2022-03-04,45
PO-2021-0861,2021-12-02,VS08,SS Pipes,6.59,MT,78704.88,2021-12-10,21
PO-2021-0862,2021-06-24,VS34,MS Rods,36.62,MT,118139.36,2021-07-06,21
PO-2021-0863,2021-11-24,VS25,Spring Steel,19.65,MT,102619.52,2021-12-02,30
PO-2021-0864,2021-11-04,VS11,Square/Rect Tubes,9.76,MT,98403.56,2021-11-13,30
PO-2021-0865,2022-09-23,VS20,Fasteners & Fittings,15.15,MT,58552.2,2022-09-28,21
PO-2021-0866,2022-02-20,VS01,CR Sheets,1.6,MT,82322.07,2022-03-02,15
PO-2021-0867,2021-01-12,VS32,HR Coils,11.63,MT,94460.3,2021-01-22,45
PO-2021-0868,2023-04-20,VS29,SS Pipes,30.46,MT,45492.98,2023-05-01,30
PO-2021-0869,2022-07-24,VS14,GI Pipes,10.06,MT,49129.8,2022-08-01,30
PO-2021-0870,2021-03-17,VS10,GI Pipes,33.68,MT,107851.08,2021-03-24,30
PO-2021-0871,2022-11-10,VS06,GI Pipes,6.34,MT,119530.14,2022-11-15,30
PO-2021-0872,2022-08-06,VS12,Fasteners & Fittings,37.72,MT,74894.71,2022-08-09,15
PO-2021-0873,2021-07-10,VS20,MS Flats,19.06,MT,73420.45,2021-07-14,21
PO-2021-0874,2023-05-26,VS05,SS Sheets,24.07,MT,54151.74,2023-06-02,15
PO-2021-0875,2022-11-06,VS34,GI Wire,26.71,MT,97187.21,2022-11-18,21
PO-2021-0876,2021-04-30,VS07,Hex Bars,49.37,MT,81274.72,2021-05-14,15
PO-2021-0877,2022-08-12,VS28,MS Flats,13.72,MT,88135.7,2022-08-24,15
PO-2021-0878,2022-12-26,VS09,Structural Steel,26.47,MT,92389.32,2023-01-05,30
PO-2021-0879,2022-01-04,VS15,SS Sheets,48.98,MT,45118.57,2022-01-07,45
PO-2021-0880,2023-08-11,VS08,GI Sheets,40.18,MT,119924.03,2023-08-20,21
PO-2021-0881,2021-04-04,VS22,Angles & Channels,28.46,MT,92812.77,2021-04-07,21
PO-2021-0882,2022-02-17,VS19,CR Sheets,39.72,MT,70806.26,2022-02-28,30
PO-2021-0883,2022-10-26,VS01,ERW Pipes,34.61,MT,70602.12,2022-11-09,15
PO-2021-0884,2021-03-01,VS12,GI Sheets,17.2,MT,73159.07,2021-03-14,15
PO-2021-0885,2023-09-09,VS31,GI Pipes,32.64,MT,81112.16,2023-09-22,45
PO-2021-0886,2023-08-02,VS22,Fasteners & Fittings,39.42,MT,76046.48,2023-08-16,21
PO-2021-0887,2021-04-25,VS34,SS Sheets,28.68,MT,95864.82,2021-05-06,21
PO-2021-0888,2021-02-08,VS14,MS Flats,40.18,MT,111602.21,2021-02-16,30
PO-2021-0889,2021-05-16,VS10,CR Sheets,42.2,MT,70436.43,2021-05-25,30
PO-2021-0890,2023-12-31,VS11,MS Rods,10.18,MT,53763.35,2024-01-15,30
PO-2021-0891,2022-09-24,VS21,GI Pipes,14.3,MT,51509.83,2022-09-30,15
PO-2021-0892,2023-02-01,VS29,SS Sheets,11.59,MT,67673.87,2023-02-05,30
PO-2021-0893,2023-02-06,VS03,GI Sheets,45.75,MT,81414.38,2023-02-09,21
PO-2021-0894,2023-09-16,VS33,Square/Rect Tubes,10.32,MT,114272.76,2023-09-30,45
PO-2021-0895,2023-12-09,VS20,MS Flats,8.02,MT,110384.92,2023-12-20,21
PO-2021-0896,2021-09-29,VS14,GI Pipes,23.51,MT,98525.8,2021-10-10,30
PO-2021-0897,2021-08-26,VS01,SS Sheets,46.68,MT,96528.92,2021-09-07,15
PO-2021-0898,2021-06-28,VS22,Fasteners & Fittings,44.57,MT,52732.71,2021-07-13,21
PO-2021-0899,2022-10-02,VS02,SS Sheets,32.3,MT,60738.43,2022-10-08,21
PO-2021-0900,2022-01-30,VS19,CR Sheets,27.08,MT,107077.39,2022-02-12,30
PO-2021-0901,2021-08-29,VS18,Square/Rect Tubes,8.72,MT,53584.53,2021-09-10,30
PO-2021-0902,2023-11-19,VS07,GI Sheets,27.58,MT,86202.42,2023-11-26,15
PO-2021-0903,2021-10-17,VS19,HR Coils,9.39,MT,71087.45,2021-10-25,30
PO-2021-0904,2023-06-28,VS04,Square/Rect Tubes,2.42,MT,112746.93,2023-07-01,21
PO-2021-0905,2021-08-05,VS25,GI Pipes,5.22,MT,74393.76,2021-08-19,30
PO-2021-0906,2023-07-03,VS23,SS Sheets,17.28,MT,59861.04,2023-07-18,45
PO-2021-0907,2023-12-29,VS06,Fasteners & Fittings,28.82,MT,51968.71,2024-01-13,30
PO-2021-0908,2023-08-18,VS07,Fasteners & Fittings,16.21,MT,93331.4,2023-09-02,15
PO-2021-0909,2023-08-12,VS31,HR Coils,47.42,MT,55779.13,2023-08-24,45
PO-2021-0910,2022-06-13,VS24,MS Rods,9.98,MT,113794.83,2022-06-21,45
PO-2021-0911,2022-10-28,VS30,Structural Steel,2.48,MT,80650.08,2022-11-05,45
PO-2021-0912,2023-09-08,VS30,MS Sheets,14.83,MT,71146.16,2023-09-20,45
PO-2021-0913,2021-09-18,VS33,ERW Pipes,20.88,MT,98570.48,2021-09-22,45
PO-2021-0914,2022-10-30,VS05,SS Sheets,27.1,MT,75061.24,2022-11-08,15
PO-2021-0915,2022-05-04,VS16,Spring Steel,8.79,MT,81178.1,2022-05-08,15
PO-2021-0916,2022-11-29,VS14,GI Wire,39.43,MT,77651.53,2022-12-14,30
PO-2021-0917,2022-12-02,VS16,MS Sheets,33.47,MT,50842.08,2022-12-16,15
PO-2021-0918,2023-09-24,VS08,Fasteners & Fittings,16.94,MT,52324.04,2023-10-04,21
PO-2021-0919,2021-12-27,VS20,MS Rods,4.41,MT,53155.85,2022-01-08,21
PO-2021-0920,2023-02-16,VS21,Structural Steel,32.6,MT,49611.17,2023-02-22,15
PO-2021-0921,2021-10-12,VS01,Square/Rect Tubes,33.38,MT,78973.08,2021-10-19,15
PO-2021-0922,2023-03-10,VS29,GI Sheets,11.08,MT,110806.9,2023-03-17,30
PO-2021-0923,2022-09-16,VS28,Angles & Channels,49.52,MT,88704.52,2022-09-28,15
PO-2021-0924,2023-11-12,VS26,Square/Rect Tubes,42.77,MT,49680.79,2023-11-23,21
PO-2021-0925,2021-04-19,VS01,Spring Steel,41.22,MT,71943.35,2021-04-26,15
PO-2021-0926,2021-03-05,VS16,GI Wire,35.41,MT,74570.12,2021-03-13,15
PO-2021-0927,2023-02-23,VS26,MS Rods,22.32,MT,60841.21,2023-02-28,21
PO-2021-0928,2023-08-31,VS09,GI Sheets,28.22,MT,108249.58,2023-09-08,30
PO-2021-0929,2023-05-05,VS10,SS Sheets,49.88,MT,95254.96,2023-05-10,30
PO-2021-0930,2021-01-24,VS05,MS Pipes,8.06,MT,111366.65,2021-02-06,15
PO-2021-0931,2023-06-14,VS09,SS Pipes,7.72,MT,105445.62,2023-06-24,30
PO-2021-0932,2023-05-22,VS12,Fasteners & Fittings,25.96,MT,89859.9,2023-06-01,15
PO-2021-0933,2023-02-27,VS23,HR Coils,10.1,MT,90342.99,2023-03-11,45
PO-2021-0934,2023-10-18,VS16,Hex Bars,14.19,MT,114492.33,2023-10-30,15
PO-2021-0935,2023-01-22,VS03,GI Pipes,28.84,MT,101780.84,2023-01-26,21
PO-2021-0936,2023-09-14,VS06,Square/Rect Tubes,36.78,MT,84480.6,2023-09-29,30
PO-2021-0937,2022-07-27,VS30,Hex Bars,4.83,MT,111743.66,2022-07-31,45
PO-2021-0938,2022-05-18,VS31,SS Pipes,34.52,MT,85439.79,2022-05-30,45
PO-2021-0939,2022-10-02,VS04,MS Flats,27.22,MT,45808.76,2022-10-12,21
PO-2021-0940,2023-11-16,VS31,MS Flats,21.63,MT,117043.6,2023-12-01,45
PO-2021-0941,2022-08-27,VS19,MS Sheets,2.73,MT,118783.43,2022-09-10,30
PO-2021-0942,2022-09-15,VS17,GI Pipes,31.84,MT,88360.58,2022-09-27,45
PO-2021-0943,2021-04-16,VS19,MS Pipes,15.05,MT,53235.79,2021-04-27,30
PO-2021-0944,2021-06-07,VS18,CR Sheets,7.49,MT,66072.89,2021-06-14,30
PO-2021-0945,2021-01-30,VS08,MS Sheets,45.6,MT,100422.54,2021-02-12,21
PO-2021-0946,2023-07-04,VS24,MS Sheets,13.8,MT,97558.12,2023-07-14,45
PO-2021-0947,2022-01-06,VS34,GI Pipes,17.8,MT,51330.11,2022-01-11,21
PO-2021-0948,2021-11-12,VS32,GI Wire,38.75,MT,62846.06,2021-11-22,45
PO-2021-0949,2021-12-09,VS14,Angles & Channels,3.66,MT,64829.66,2021-12-13,30
PO-2021-0950,2021-04-18,VS11,Fasteners & Fittings,20.54,MT,67602.53,2021-05-02,30
PO-2021-0951,2023-12-27,VS15,MS Rods,34.49,MT,74255.29,2024-01-03,45
PO-2021-0952,2021-10-25,VS34,GI Wire,1.58,MT,114541.69,2021-11-04,21
PO-2021-0953,2023-02-22,VS21,Hex Bars,34.46,MT,48076.32,2023-03-05,15
PO-2021-0954,2022-12-26,VS28,CR Sheets,17.41,MT,65031.59,2022-12-30,15
PO-2021-0955,2022-06-07,VS26,Fasteners & Fittings,38.88,MT,101181.82,2022-06-21,21
PO-2021-0956,2022-02-04,VS34,MS Flats,34.21,MT,119491.11,2022-02-12,21
PO-2021-0957,2021-01-22,VS01,SS Pipes,1.59,MT,52327.41,2021-01-26,15
PO-2021-0958,2023-07-03,VS23,HR Coils,36.54,MT,63892.21,2023-07-06,45
