po_id,supplier_id,invoice_date,agreed_payment_days,actual_payment_date,days_late
PO-2021-1086,VS28,2023-02-20,15,2023-03-04,0
PO-2021-1087,VS08,2022-10-09,21,2022-11-15,19
PO-2021-1088,VS19,2023-01-13,30,2023-02-09,0
PO-2021-1089,VS25,2021-08-28,30,2021-09-24,0
PO-2021-1090,VS15,2023-07-02,45,2023-08-19,6
PO-2021-1091,VS05,2022-01-25,15,2022-02-21,15
PO-2021-1092,VS07,2023-10-07,15,2023-11-13,25
PO-2021-1093,VS10,2021-09-05,30,2021-10-15,13
PO-2021-1094,VS05,2021-12-15,15,2021-12-27,0
PO-2021-1095,VS08,2023-04-11,21,2023-05-09,10
PO-2021-1096,VS26,2022-07-17,21,2022-08-04,0
PO-2021-1097,VS33,2023-09-23,45,2023-11-23,19
PO-2021-1098,VS32,2022-06-01,45,2022-07-13,0
PO-2021-1099,VS04,2021-07-26,21,2021-08-16,3
PO-2021-1100,VS21,2023-02-26,15,2023-03-10,0
PO-2021-1101,VS34,2021-06-09,21,2021-07-10,13
PO-2021-1102,VS32,2023-10-20,45,2023-12-12,11
PO-2021-1103,VS03,2021-02-09,21,2021-03-12,13
PO-2021-1104,VS25,2022-10-10,30,2022-11-06,0
PO-2021-1105,VS11,2022-09-16,30,2022-10-27,14
PO-2021-1106,VS08,2023-09-29,21,2023-10-19,2
PO-2021-1107,VS31,2023-08-24,45,2023-10-09,4
PO-2021-1108,VS32,2022-06-27,45,2022-08-08,0
PO-2021-1109,VS04,2022-10-22,21,2022-11-09,0
PO-2021-1110,VS02,2022-12-19,21,2023-01-06,0
PO-2021-1111,VS23,2023-04-27,45,2023-06-17,9
PO-2021-1112,VS06,2022-10-05,30,2022-11-01,0
PO-2021-1113,VS21,2021-02-13,15,2021-02-25,0
PO-2021-1114,VS27,2023-11-24,21,2023-12-12,0
PO-2021-1115,VS25,2022-10-14,30,2022-11-16,6
PO-2021-1116,VS14,2021-07-27,30,2021-09-09,17
PO-2021-1117,VS11,2022-11-30,30,2023-01-10,14
PO-2021-1118,VS14,2021-06-07,30,2021-07-23,19
PO-2021-1119,VS15,2023-04-07,45,2023-06-13,25
PO-2021-1120,VS18,2022-11-24,30,2022-12-21,0
PO-2021-1121,VS23,2022-03-09,45,2022-05-08,18
PO-2021-1122,VS28,2022-09-10,15,2022-09-29,7
PO-2021-1123,VS30,2023-11-25,45,2024-01-28,22
PO-2021-1124,VS12,2023-11-27,15,2023-12-30,21
PO-2021-1125,VS18,2023-08-19,30,2023-09-18,3
PO-2021-1126,VS34,2021-05-06,21,2021-06-04,11
PO-2021-1127,VS28,2022-09-10,15,2022-10-15,23
PO-2021-1128,VS27,2022-02-24,21,2022-04-05,22
PO-2021-1129,VS26,2022-05-02,21,2022-05-29,9
PO-2021-1130,VS30,2022-10-01,45,2022-11-12,0
PO-2021-1131,VS13,2021-03-20,30,2021-05-05,19
PO-2021-1132,VS12,2022-07-26,15,2022-08-09,2
PO-2021-1133,VS06,2021-04-27,30,2021-05-24,0
PO-2021-1134,VS06,2023-01-18,30,2023-03-05,19
PO-2021-1135,VS08,2022-05-02,21,2022-05-20,0
PO-2021-1136,VS17,2023-12-15,45,2024-01-26,0
PO-2021-1137,VS22,2022-10-07,21,2022-11-08,14
PO-2021-1138,VS10,2022-03-26,30,2022-05-01,9
PO-2021-1139,VS17,2023-04-20,45,2023-06-03,2
PO-2021-1140,VS28,2022-10-14,15,2022-10-30,4
PO-2021-1141,VS24,2021-10-27,45,2021-12-08,0
PO-2021-1142,VS04,2021-03-16,21,2021-04-23,20
PO-2021-1143,VS08,2023-01-17,21,2023-02-04,0
PO-2021-1144,VS26,2021-01-20,21,2021-02-07,0
PO-2021-1145,VS20,2022-05-01,21,2022-06-07,19
PO-2021-1146,VS27,2022-10-15,21,2022-11-02,0
PO-2021-1147,VS31,2023-10-07,45,2023-12-07,19
PO-2021-1148,VS11,2021-07-28,30,2021-08-24,0
PO-2021-1149,VS30,2022-11-04,45,2022-12-27,11
PO-2021-1150,VS09,2023-07-01,30,2023-08-14,17
PO-2021-1151,VS08,2021-06-21,21,2021-07-24,15
PO-2021-1152,VS27,2021-09-27,21,2021-11-09,25
PO-2021-1153,VS12,2022-06-21,15,2022-07-17,14
PO-2021-1154,VS12,2023-01-26,15,2023-02-07,0
PO-2021-1155,VS02,2022-04-08,21,2022-05-03,7
PO-2021-1156,VS06,2022-04-17,30,2022-05-14,0
PO-2021-1157,VS26,2021-04-15,21,2021-05-06,3
PO-2021-1158,VS08,2021-12-18,21,2022-01-05,0
PO-2021-1159,VS08,2023-10-13,21,2023-11-04,4
PO-2021-1160,VS19,2022-07-03,30,2022-08-08,9
PO-2021-1161,VS19,2022-03-21,30,2022-04-17,0
PO-2021-1162,VS19,2021-03-03,30,2021-04-11,12
PO-2021-1163,VS30,2023-01-31,45,2023-03-24,10
PO-2021-1164,VS14,2023-03-29,30,2023-05-07,12
PO-2021-1165,VS07,2021-06-02,15,2021-06-14,0
PO-2021-1166,VS23,2023-08-26,45,2023-10-05,0
PO-2021-1167,VS26,2022-09-15,21,2022-10-10,7
PO-2021-1168,VS17,2022-01-06,45,2022-02-17,0
PO-2021-1169,VS06,2021-10-01,30,2021-10-29,1
PO-2021-1170,VS21,2021-08-31,15,2021-09-22,10
PO-2021-1171,VS28,2023-01-12,15,2023-01-26,2
PO-2021-1172,VS34,2022-06-28,21,2022-08-03,18
PO-2021-1173,VS10,2023-10-07,30,2023-10-31,0
PO-2021-1174,VS04,2023-06-24,21,2023-07-12,0
PO-2021-1175,VS17,2023-08-25,45,2023-10-07,1
PO-2021-1176,VS29,2021-03-28,30,2021-05-07,13
PO-2021-1177,VS08,2023-10-10,21,2023-10-26,0
PO-2021-1178,VS11,2022-01-08,30,2022-02-12,8
PO-2021-1179,VS01,2022-03-14,15,2022-04-12,17
PO-2021-1180,VS32,2022-05-23,45,2022-07-04,0
PO-2021-1181,VS26,2021-09-10,21,2021-09-28,0
PO-2021-1182,VS02,2021-11-14,21,2021-12-18,16
PO-2021-1183,VS18,2023-07-22,30,2023-09-05,18
PO-2021-1184,VS21,2023-07-20,15,2023-08-19,18
PO-2021-1185,VS21,2022-08-06,15,2022-09-05,18
PO-2021-1186,VS06,2023-02-24,30,2023-04-15,23
PO-2021-1187,VS06,2023-03-31,30,2023-04-27,0
PO-2021-1188,VS19,2023-04-08,30,2023-05-02,0
PO-2021-1189,VS09,2022-10-01,30,2022-10-28,0
PO-2021-1190,VS32,2022-02-17,45,2022-04-13,13
PO-2021-1191,VS06,2023-05-20,30,2023-07-01,15
PO-2021-1192,VS06,2023-05-26,30,2023-06-22,0
PO-2021-1193,VS10,2022-04-08,30,2022-05-05,0
PO-2021-1194,VS30,2022-08-22,45,2022-10-26,23
PO-2021-1195,VS09,2021-11-04,30,2021-12-09,8
PO-2021-1196,VS05,2021-04-11,15,2021-05-09,16
PO-2021-1197,VS30,2021-07-16,45,2021-09-03,7
PO-2021-1198,VS02,2023-11-01,21,2023-11-16,0
PO-2021-1199,VS26,2022-01-12,21,2022-02-10,11
PO-2021-1200,VS30,2022-10-08,45,2022-11-25,6
PO-2021-1201,VS14,2022-01-22,30,2022-02-17,0
PO-2021-1202,VS28,2021-08-09,15,2021-09-02,12
PO-2021-1203,VS31,2021-12-21,45,2022-02-01,0
PO-2021-1204,VS20,2023-09-27,21,2023-10-15,0
PO-2021-1205,VS20,2023-03-23,21,2023-04-09,0
PO-2021-1206,VS13,2021-02-05,30,2021-02-28,0
PO-2021-1207,VS28,2022-05-14,15,2022-05-21,0
PO-2021-1208,VS31,2021-11-03,45,2021-12-16,1
PO-2021-1209,VS32,2023-07-04,45,2023-08-15,0
PO-2021-1210,VS19,2022-02-20,30,2022-03-19,0
PO-2021-1211,VS27,2023-06-07,21,2023-06-27,2
PO-2021-1212,VS03,2022-08-22,21,2022-09-09,0
PO-2021-1213,VS15,2023-09-30,45,2023-11-11,0
PO-2021-1214,VS18,2021-05-14,30,2021-06-20,10
PO-2021-1215,VS29,2022-12-15,30,2023-02-01,21
PO-2021-1216,VS23,2023-08-23,45,2023-10-29,25
PO-2021-1217,VS30,2022-11-29,45,2023-01-10,0
PO-2021-1218,VS24,2023-05-07,45,2023-06-29,11
PO-2021-1219,VS19,2022-03-04,30,2022-04-22,22
PO-2021-1220,VS32,2021-11-20,45,2022-01-01,0
PO-2021-1221,VS16,2022-09-17,15,2022-09-29,0
PO-2021-1222,VS23,2022-06-22,45,2022-08-03,0
PO-2021-1223,VS05,2021-03-10,15,2021-03-19,0
PO-2021-1224,VS32,2022-04-07,45,2022-06-08,20
PO-2021-1225,VS18,2021-04-09,30,2021-05-01,0
PO-2021-1226,VS04,2021-08-05,21,2021-08-18,0
PO-2021-1227,VS07,2021-08-19,15,2021-09-10,10
PO-2021-1228,VS08,2021-12-12,21,2022-01-15,16
PO-2021-1229,VS33,2023-06-27,45,2023-08-29,21
PO-2021-1230,VS22,2023-01-18,21,2023-02-06,1
PO-2021-1231,VS16,2021-01-17,15,2021-01-29,0
PO-2021-1232,VS24,2022-07-02,45,2022-09-05,23
PO-2021-1233,VS27,2023-12-24,21,2024-01-16,5
PO-2021-1234,VS34,2023-08-01,21,2023-08-19,0
PO-2021-1235,VS34,2021-01-24,21,2021-02-11,0
PO-2021-1236,VS28,2021-12-06,15,2021-12-22,4
PO-2021-1237,VS04,2021-11-09,21,2021-11-27,0
PO-2021-1238,VS21,2022-09-19,15,2022-09-26,0
PO-2021-1239,VS26,2021-10-31,21,2021-12-13,25
PO-2021-1240,VS23,2023-06-28,45,2023-08-11,2
PO-2021-1241,VS22,2021-03-20,21,2021-04-25,18
PO-2021-1242,VS19,2023-12-05,30,2024-01-26,25
PO-2021-1243,VS11,2022-12-02,30,2022-12-29,0
PO-2021-1244,VS16,2022-06-17,15,2022-06-25,0
PO-2021-1245,VS24,2021-05-06,45,2021-06-17,0
PO-2021-1246,VS29,2021-09-16,30,2021-10-17,4
PO-2021-1247,VS15,2022-05-02,45,2022-06-22,9
PO-2021-1248,VS25,2021-10-17,30,2021-12-05,22
PO-2021-1249,VS24,2022-02-02,45,2022-03-20,4
PO-2021-1250,VS06,2021-06-20,30,2021-08-02,16
PO-2021-1251,VS05,2023-07-06,15,2023-08-09,22
PO-2021-1252,VS26,2023-12-02,21,2024-01-11,22
PO-2021-1253,VS27,2023-10-03,21,2023-10-31,10
PO-2021-1254,VS09,2023-07-30,30,2023-08-26,0
PO-2021-1255,VS31,2023-07-25,45,2023-09-05,0
PO-2021-1256,VS27,2021-09-04,21,2021-09-17,0
PO-2021-1257,VS10,2023-12-10,30,2024-01-18,12
PO-2021-1258,VS32,2022-08-29,45,2022-10-09,0
PO-2021-1259,VS04,2023-05-17,21,2023-06-05,1
PO-2021-1260,VS01,2023-10-02,15,2023-10-14,0
PO-2021-1261,VS31,2023-05-09,45,2023-06-20,0
PO-2021-1262,VS31,2023-02-15,45,2023-03-29,0
PO-2021-1263,VS29,2023-07-14,30,2023-08-15,5
PO-2021-1264,VS25,2023-04-22,30,2023-05-26,7
PO-2021-1265,VS18,2023-06-30,30,2023-08-18,22
PO-2021-1266,VS08,2022-09-28,21,2022-10-16,0
PO-2021-1267,VS34,2021-04-22,21,2021-05-20,10
PO-2021-1268,VS12,2021-09-07,15,2021-09-30,11
PO-2021-1269,VS06,2023-07-02,30,2023-07-31,2
PO-2021-1270,VS02,2023-10-07,21,2023-11-02,8
PO-2021-1271,VS25,2022-10-15,30,2022-11-11,0
PO-2021-1272,VS19,2021-12-14,30,2022-01-31,21
PO-2021-1273,VS27,2022-09-24,21,2022-10-28,16
PO-2021-1274,VS04,2021-02-28,21,2021-03-22,4
PO-2021-1275,VS17,2022-10-29,45,2022-12-21,11
PO-2021-1276,VS16,2022-02-22,15,2022-03-01,0
PO-2021-1277,VS18,2021-08-27,30,2021-10-17,24
PO-2021-1278,VS02,2023-09-22,21,2023-10-29,19
PO-2021-1279,VS07,2022-07-09,15,2022-07-21,0
PO-2021-1280,VS27,2022-09-19,21,2022-10-16,9
PO-2021-1281,VS24,2021-10-22,45,2021-12-16,13
PO-2021-1282,VS29,2023-05-21,30,2023-06-17,0
PO-2021-1283,VS11,2022-08-19,30,2022-09-15,0
PO-2021-1284,VS25,2022-06-01,30,2022-07-18,20
PO-2021-1285,VS03,2022-08-03,21,2022-08-21,0
PO-2021-1286,VS26,2021-07-06,21,2021-07-24,0
PO-2021-1287,VS14,2023-06-07,30,2023-07-08,4
PO-2021-1288,VS17,2022-12-06,45,2023-01-17,0
PO-2021-1289,VS14,2022-12-04,30,2022-12-30,0
PO-2021-1290,VS01,2021-10-04,15,2021-10-13,0
PO-2021-1291,VS32,2023-04-30,45,2023-06-11,0
PO-2021-1292,VS02,2021-06-11,21,2021-06-29,0
PO-2021-1293,VS25,2023-01-07,30,2023-02-03,0
PO-2021-1294,VS30,2021-09-16,45,2021-10-28,0
PO-2021-1295,VS18,2021-02-13,30,2021-03-27,15
PO-2021-1296,VS15,2022-09-16,45,2022-11-05,8
PO-2021-1297,VS32,2022-08-01,45,2022-09-22,10
PO-2021-1298,VS08,2023-03-26,21,2023-04-13,0
PO-2021-1299,VS12,2022-02-04,15,2022-02-16,0
PO-2021-1300,VS15,2022-06-19,45,2022-08-01,1
PO-2021-1301,VS17,2021-02-20,45,2021-04-02,0
PO-2021-1302,VS21,2021-04-20,15,2021-04-30,0
PO-2021-1303,VS30,2023-12-01,45,2024-01-12,0
PO-2021-1304,VS04,2022-04-08,21,2022-04-26,0
PO-2021-1305,VS26,2021-01-14,21,2021-02-19,18
PO-2021-1306,VS15,2021-02-24,45,2021-04-18,11
PO-2021-1307,VS22,2021-12-06,21,2021-12-24,0
PO-2021-1308,VS28,2023-09-13,15,2023-10-09,14
PO-2021-1309,VS16,2022-05-31,15,2022-07-06,24
PO-2021-1310,VS34,2022-11-18,21,2022-12-06,0
PO-2021-1311,VS07,2023-06-21,15,2023-06-28,0
PO-2021-1312,VS25,2021-03-13,30,2021-05-04,25
PO-2021-1313,VS04,2021-09-22,21,2021-10-16,6
PO-2021-1314,VS07,2021-05-18,15,2021-06-24,25
PO-2021-1315,VS07,2023-04-06,15,2023-04-18,0
PO-2021-1316,VS30,2021-01-25,45,2021-03-05,0
PO-2021-1317,VS22,2021-07-30,21,2021-09-05,19
PO-2021-1318,VS07,2021-08-13,15,2021-08-25,0
PO-2021-1319,VS09,2022-02-04,30,2022-03-10,7
PO-2021-1320,VS12,2023-07-03,15,2023-08-09,25
PO-2021-1321,VS28,2022-10-04,15,2022-10-16,0
PO-2021-1322,VS10,2021-10-29,30,2021-12-20,25
PO-2021-1323,VS34,2021-01-20,21,2021-02-02,0
PO-2021-1324,VS28,2021-04-25,15,2021-05-12,5
PO-2021-1325,VS22,2021-05-24,21,2021-06-28,17
PO-2021-1326,VS22,2022-11-13,21,2022-12-01,0
PO-2021-1327,VS32,2021-03-31,45,2021-05-07,0
PO-2021-1328,VS30,2022-04-20,45,2022-06-01,0
PO-2021-1329,VS14,2023-02-12,30,2023-03-12,1
PO-2021-1330,VS05,2021-01-24,15,2021-02-05,0
PO-2021-1331,VS13,2023-06-24,30,2023-07-24,3
PO-2021-1332,VS12,2022-08-08,15,2022-08-20,0
PO-2021-1333,VS12,2022-05-22,15,2022-06-03,0
PO-2021-1334,VS09,2021-02-15,30,2021-03-14,0
PO-2021-1335,VS20,2022-03-10,21,2022-03-31,3
PO-2021-1336,VS34,2021-12-20,21,2022-01-07,0
PO-2021-1337,VS13,2021-09-28,30,2021-10-25,0
PO-2021-1338,VS16,2023-06-02,15,2023-06-12,0
PO-2021-1339,VS10,2022-08-29,30,2022-10-01,6
PO-2021-1340,VS33,2021-09-19,45,2021-10-31,0
PO-2021-1341,VS11,2021-05-16,30,2021-06-27,15
PO-2021-1342,VS24,2023-11-12,45,2024-01-08,15
PO-2021-1343,VS34,2023-02-08,21,2023-03-11,13
PO-2021-1344,VS03,2023-04-05,21,2023-04-23,0
PO-2021-1345,VS14,2023-03-25,30,2023-05-05,14
PO-2021-1346,VS17,2023-02-09,45,2023-03-21,0
PO-2021-1347,VS34,2023-07-03,21,2023-08-11,21
PO-2021-1348,VS28,2022-11-23,15,2022-12-28,23
PO-2021-1349,VS21,2023-10-19,15,2023-11-16,16
PO-2021-1350,VS05,2022-07-01,15,2022-07-13,0
PO-2021-1351,VS06,2023-11-20,30,2023-12-19,2
PO-2021-1352,VS03,2023-01-11,21,2023-01-26,0
PO-2021-1353,VS20,2022-05-31,21,2022-06-26,8
PO-2021-1354,VS01,2022-06-22,15,2022-07-21,17
PO-2021-1355,VS01,2023-04-14,15,2023-04-21,0
PO-2021-1356,VS15,2023-03-29,45,2023-05-31,21
PO-2021-1357,VS30,2023-11-26,45,2024-01-20,13
PO-2021-1358,VS27,2023-06-01,21,2023-07-04,15
PO-2021-1359,VS09,2023-02-10,30,2023-03-09,0
PO-2021-1360,VS22,2022-12-31,21,2023-02-10,23
PO-2021-1361,VS21,2022-09-09,15,2022-09-16,0
PO-2021-1362,VS22,2021-11-14,21,2021-11-29,0
PO-2021-1363,VS25,2021-05-14,30,2021-06-21,11
PO-2021-1364,VS06,2022-09-19,30,2022-10-16,0
PO-2021-1365,VS02,2023-10-01,21,2023-10-24,5
PO-2021-1366,VS14,2022-08-08,30,2022-09-25,21
PO-2021-1367,VS24,2021-05-01,45,2021-06-30,18
PO-2021-1368,VS11,2023-03-15,30,2023-04-25,14
PO-2021-1369,VS25,2021-05-24,30,2021-06-21,1
PO-2021-1370,VS11,2023-09-03,30,2023-10-06,6
PO-2021-1371,VS18,2023-08-01,30,2023-08-29,1
PO-2021-1372,VS16,2023-04-01,15,2023-05-06,23
PO-2021-1373,VS30,2023-08-04,45,2023-09-16,1
PO-2021-1374,VS20,2022-12-15,21,2023-01-02,0
PO-2021-1375,VS16,2023-05-04,15,2023-05-16,0
PO-2021-1376,VS12,2023-03-02,15,2023-03-10,0
PO-2021-1377,VS18,2021-11-23,30,2021-12-26,6
PO-2021-1378,VS32,2022-03-24,45,2022-05-05,0
PO-2021-1379,VS07,2021-06-09,15,2021-06-21,0
PO-2021-1380,VS17,2021-12-07,45,2022-02-07,20
PO-2021-1381,VS25,2023-08-07,30,2023-09-03,0
PO-2021-1382,VS01,2021-03-22,15,2021-04-03,0
PO-2021-1383,VS32,2023-08-12,45,2023-09-29,6
PO-2021-1384,VS09,2023-06-19,30,2023-08-03,18
PO-2021-1385,VS07,2021-02-09,15,2021-02-21,0
PO-2021-1386,VS05,2021-12-14,15,2022-01-07,12
PO-2021-1387,VS14,2022-01-03,30,2022-02-21,22
PO-2021-1388,VS34,2021-04-11,21,2021-05-24,25
PO-2021-1389,VS04,2021-01-13,21,2021-02-12,12
PO-2021-1390,VS13,2022-05-07,30,2022-06-03,0
PO-2021-1391,VS13,2022-11-25,30,2023-01-05,14
PO-2021-1392,VS11,2021-12-13,30,2022-01-12,3
PO-2021-1393,VS13,2022-10-26,30,2022-12-04,12
PO-2021-1394,VS15,2021-09-08,45,2021-10-25,5
PO-2021-1395,VS21,2023-04-07,15,2023-04-17,0
PO-2021-1396,VS24,2022-07-28,45,2022-09-21,13
PO-2021-1397,VS07,2023-10-24,15,2023-11-05,0
PO-2021-1398,VS17,2021-12-21,45,2022-01-28,0
PO-2021-1399,VS09,2023-03-10,30,2023-04-29,23
PO-2021-1400,VS31,2022-10-17,45,2022-12-21,23
PO-2021-1401,VS25,2023-07-12,30,2023-08-28,20
PO-2021-1402,VS15,2021-01-31,45,2021-04-03,20
PO-2021-1403,VS28,2022-05-03,15,2022-05-15,0
PO-2021-1404,VS19,2023-10-22,30,2023-11-18,0
PO-2021-1405,VS29,2022-05-06,30,2022-06-03,1
PO-2021-1406,VS34,2021-03-26,21,2021-04-26,13
PO-2021-1407,VS22,2022-04-18,21,2022-05-06,0
PO-2021-1408,VS15,2022-05-27,45,2022-07-08,0
PO-2021-1409,VS05,2021-01-16,15,2021-02-16,19
PO-2021-1410,VS14,2021-10-20,30,2021-12-03,17
PO-2021-1411,VS16,2022-02-26,15,2022-03-29,19
PO-2021-1412,VS13,2021-12-06,30,2022-01-11,9
PO-2021-1413,VS29,2022-08-11,30,2022-09-21,14
PO-2021-1414,VS26,2023-01-10,21,2023-02-03,6
PO-2021-1415,VS10,2023-06-10,30,2023-07-07,0
PO-2021-1416,VS10,2022-09-10,30,2022-10-31,24
PO-2021-1417,VS30,2022-09-22,45,2022-11-19,16
PO-2021-1418,VS09,2022-11-17,30,2022-12-21,7
PO-2021-1419,VS33,2021-01-30,45,2021-03-30,17
PO-2021-1420,VS25,2023-02-07,30,2023-03-06,0
PO-2021-1421,VS03,2023-04-21,21,2023-05-10,1
PO-2021-1422,VS17,2023-06-16,45,2023-07-27,0
PO-2021-1423,VS04,2023-01-28,21,2023-02-11,0
PO-2021-1424,VS03,2023-09-09,21,2023-10-08,11
PO-2021-1425,VS17,2021-11-02,45,2021-12-25,11
PO-2021-1426,VS01,2021-11-30,15,2021-12-11,0
PO-2021-1427,VS06,2023-03-29,30,2023-05-19,24
PO-2021-1428,VS17,2023-05-28,45,2023-07-30,21
PO-2021-1429,VS27,2022-09-26,21,2022-10-24,10
PO-2021-1430,VS10,2022-12-10,30,2023-01-07,1
PO-2021-1431,VS01,2022-09-26,15,2022-10-29,21
PO-2021-1432,VS34,2023-05-09,21,2023-05-23,0
PO-2021-1433,VS24,2021-12-31,45,2022-02-11,0
PO-2021-1434,VS08,2023-10-30,21,2023-11-17,0
PO-2021-1435,VS12,2021-05-04,15,2021-05-17,1
PO-2021-1436,VS07,2023-06-25,15,2023-07-06,0
PO-2021-1437,VS05,2022-07-24,15,2022-08-05,0
PO-2021-1438,VS01,2021-07-29,15,2021-08-30,20
PO-2021-1439,VS07,2021-03-30,15,2021-04-24,13
PO-2021-1440,VS18,2023-12-05,30,2024-01-05,4
PO-2021-1441,VS24,2022-11-24,45,2023-01-06,1
PO-2021-1442,VS25,2023-03-31,30,2023-05-06,9
PO-2021-1443,VS01,2021-07-28,15,2021-08-09,0
PO-2021-1444,VS08,2021-02-25,21,2021-03-27,12
PO-2021-1445,VS29,2023-01-28,30,2023-02-24,0
PO-2021-1446,VS02,2022-10-25,21,2022-11-12,0
PO-2021-1447,VS29,2022-11-01,30,2022-12-16,18
PO-2021-1448,VS23,2021-06-19,45,2021-08-17,17
PO-2021-1449,VS25,2021-07-28,30,2021-09-17,24
PO-2021-1450,VS03,2023-11-03,21,2023-11-21,0
PO-2021-1451,VS11,2023-08-18,30,2023-10-02,18
PO-2021-1452,VS16,2022-05-12,15,2022-05-24,0
PO-2021-1453,VS07,2021-07-06,15,2021-07-18,0
PO-2021-1454,VS18,2023-02-28,30,2023-04-13,17
PO-2021-1455,VS09,2021-09-13,30,2021-10-20,10
PO-2021-1456,VS15,2022-11-16,45,2022-12-23,0
PO-2021-1457,VS28,2023-02-24,15,2023-03-08,0
PO-2021-1458,VS06,2021-08-20,30,2021-09-16,0
PO-2021-1459,VS24,2021-08-29,45,2021-10-14,4
PO-2021-1460,VS20,2021-01-07,21,2021-01-23,0
PO-2021-1461,VS21,2023-05-21,15,2023-06-21,19
PO-2021-1462,VS15,2023-12-04,45,2024-01-14,0
PO-2021-1463,VS10,2022-10-13,30,2022-11-25,16
PO-2021-1464,VS19,2021-11-01,30,2021-11-28,0
PO-2021-1465,VS21,2021-03-15,15,2021-03-22,0
PO-2021-1466,VS14,2023-09-10,30,2023-10-20,13
PO-2021-1467,VS10,2022-11-17,30,2022-12-14,0
PO-2021-1468,VS12,2021-04-21,15,2021-05-08,5
PO-2021-1469,VS02,2021-11-26,21,2021-12-16,2
PO-2021-1470,VS26,2022-12-18,21,2023-01-12,7
PO-2021-1471,VS26,2022-02-07,21,2022-02-25,0
PO-2021-1472,VS20,2021-04-24,21,2021-05-20,8
PO-2021-1473,VS19,2023-09-19,30,2023-10-16,0
PO-2021-1474,VS24,2021-01-22,45,2021-03-05,0
PO-2021-1475,VS28,2023-02-14,15,2023-03-14,16
PO-2021-1476,VS04,2022-01-06,21,2022-02-12,19
PO-2021-1477,VS10,2023-06-11,30,2023-07-26,18
PO-2021-1478,VS20,2023-10-01,21,2023-10-31,12
PO-2021-1479,VS30,2021-07-06,45,2021-08-14,0
PO-2021-1480,VS08,2021-01-27,21,2021-02-10,0
PO-2021-1481,VS15,2023-11-13,45,2024-01-10,16
PO-2021-1482,VS07,2022-07-18,15,2022-07-30,0
PO-2021-1483,VS20,2023-06-11,21,2023-07-12,13
PO-2021-1484,VS26,2022-01-17,21,2022-02-04,0
PO-2021-1485,VS32,2023-12-25,45,2024-02-13,8
PO-2021-1486,VS14,2021-09-15,30,2021-10-12,0
PO-2021-1487,VS29,2021-01-14,30,2021-02-10,0
PO-2021-1488,VS06,2021-11-30,30,2022-01-07,11
PO-2021-1489,VS33,2021-09-16,45,2021-10-28,0
PO-2021-1490,VS16,2021-01-04,15,2021-01-16,0
PO-2021-1491,VS29,2022-08-27,30,2022-10-07,14
PO-2021-1492,VS33,2022-12-26,45,2023-02-11,5
PO-2021-1493,VS03,2022-05-04,21,2022-05-21,0
PO-2021-1494,VS14,2021-10-05,30,2021-11-09,8
PO-2021-1495,VS17,2021-06-05,45,2021-07-16,0
PO-2021-1496,VS06,2023-07-27,30,2023-08-23,0
PO-2021-1497,VS05,2022-02-25,15,2022-03-17,8
PO-2021-1498,VS33,2023-02-05,45,2023-04-01,13
PO-2021-1499,VS25,2023-06-11,30,2023-07-08,0
PO-2021-1500,VS08,2021-09-16,21,2021-10-04,0
PO-2021-1501,VS22,2023-01-17,21,2023-02-19,15
PO-2021-1502,VS07,2021-01-24,15,2021-02-05,0
PO-2021-1503,VS12,2021-09-13,15,2021-09-25,0
PO-2021-1504,VS07,2023-10-03,15,2023-10-15,0
PO-2021-1505,VS07,2022-07-13,15,2022-07-25,0
PO-2021-1506,VS23,2022-01-09,45,2022-02-15,0
PO-2021-1507,VS09,2023-09-07,30,2023-10-04,0
PO-2021-1508,VS10,2021-09-19,30,2021-11-06,21
PO-2021-1509,VS16,2023-02-01,15,2023-02-19,6
PO-2021-1510,VS33,2023-08-21,45,2023-10-09,7
PO-2021-1511,VS20,2022-04-17,21,2022-05-28,23
PO-2021-1512,VS06,2021-07-07,30,2021-08-03,0
PO-2021-1513,VS06,2021-05-01,30,2021-05-28,0
PO-2021-1514,VS33,2023-05-22,45,2023-07-23,20
PO-2021-1515,VS08,2023-12-30,21,2024-01-18,1
PO-2021-1516,VS28,2021-01-18,15,2021-02-03,4
PO-2021-1517,VS03,2023-12-21,21,2024-01-08,0
PO-2021-1518,VS15,2023-12-12,45,2024-01-23,0
PO-2021-1519,VS04,2022-12-28,21,2023-01-15,0
PO-2021-1520,VS16,2022-11-27,15,2022-12-09,0
PO-2021-1521,VS31,2022-09-08,45,2022-10-15,0
PO-2021-1522,VS14,2023-03-21,30,2023-04-20,3
PO-2021-1523,VS30,2021-03-17,45,2021-05-13,15
PO-2021-1524,VS20,2022-11-07,21,2022-11-25,0
PO-2021-1525,VS26,2022-01-20,21,2022-02-18,11
PO-2021-1526,VS34,2021-06-26,21,2021-08-05,22
PO-2021-1527,VS10,2021-01-18,30,2021-03-05,19
PO-2021-1528,VS28,2023-01-20,15,2023-02-06,5
PO-2021-1529,VS11,2023-06-22,30,2023-07-25,6
PO-2021-1530,VS08,2022-02-14,21,2022-03-04,0
PO-2021-1531,VS03,2022-11-13,21,2022-12-25,24
PO-2021-1532,VS08,2022-07-02,21,2022-07-23,3
PO-2021-1533,VS21,2021-09-21,15,2021-10-03,0
PO-2021-1534,VS08,2021-09-30,21,2021-10-26,8
PO-2021-1535,VS01,2023-10-25,15,2023-11-13,7
