gr_id,po_id,receipt_date,quantity_received,quality_grade,rejection_qty,rejection_reason,invoice_amount_billed
GR-2021-1027,PO-2021-1027,2023-11-05,23.85,A,0.0,,2040823.87
GR-2021-1028,PO-2021-1028,2022-09-06,39.81,A,0.0,,4659276.48
GR-2021-1029,PO-2021-1029,2021-05-22,5.25,A,0.0,,392310.28
GR-2021-1030,PO-2021-1030,2022-08-19,9.03,A,0.0,,484354.69
GR-2021-1031,PO-2021-1031,2023-10-23,26.42,B,0.0,,2440131.77
GR-2021-1032,PO-2021-1032,2023-05-20,17.85,A,0.0,,1408428.1
GR-2021-1033,PO-2021-1033,2021-02-23,3.9,B,0.01,Dimensional deviation,468383.63
GR-2021-1034,PO-2021-1034,2023-12-18,29.33,A,0.0,,2765184.69
GR-2021-1035,PO-2021-1035,2022-11-09,41.95,B,0.0,,3312155.79
GR-2021-1036,PO-2021-1036,2021-10-07,39.52,B,0.0,,2459883.15
GR-2021-1037,PO-2021-1037,2022-08-20,18.16,A,0.0,,1449259.17
GR-2021-1038,PO-2021-1038,2021-12-18,47.1,C,0.44,Dimensional deviation,5466322.59
GR-2021-1039,PO-2021-1039,2021-11-25,6.72,B,0.0,,804456.96
GR-2021-1040,PO-2021-1040,2021-10-02,19.05,B,0.0,,1153988.88
GR-2021-1041,PO-2021-1041,2021-03-20,8.23,A,0.0,,648715.48
GR-2021-1042,PO-2021-1042,2024-01-10,46.1,A,0.0,,3473274.04
GR-2021-1043,PO-2021-1043,2021-11-06,8.62,A,0.0,,1018634.9
GR-2021-1044,PO-2021-1044,2023-11-24,24.17,A,0.0,,1616371.11
GR-2021-1045,PO-2021-1045,2021-11-03,34.6,A,0.0,,3472585.6
GR-2021-1046,PO-2021-1046,2021-10-20,2.2,B,0.0,,201804.27
GR-2021-1047,PO-2021-1047,2023-07-10,16.91,A,0.0,,1539486.67
GR-2021-1048,PO-2021-1048,2023-12-26,10.53,B,0.0,,542941.04
GR-2021-1049,PO-2021-1049,2021-07-11,10.44,A,0.0,,724799.28
GR-2021-1050,PO-2021-1050,2023-11-23,20.28,B,0.0,,2021320.29
GR-2021-1051,PO-2021-1051,2023-02-05,1.59,A,0.0,,113390.43
GR-2021-1052,PO-2021-1052,2023-07-13,36.48,A,0.0,,2871083.99
GR-2021-1053,PO-2021-1053,2023-07-13,38.79,B,0.84,Dimensional deviation,4958319.5
GR-2021-1054,PO-2021-1054,2023-05-12,7.97,A,0.0,,544648.41
GR-2021-1055,PO-2021-1055,2022-11-28,5.32,A,0.0,,403531.9
GR-2021-1056,PO-2021-1056,2023-05-09,22.62,B,0.52,Dimensional deviation,2153544.19
GR-2021-1057,PO-2021-1057,2022-02-26,14.62,B,0.29,Dimensional deviation,1291297.02
GR-2021-1058,PO-2021-1058,2022-10-02,37.01,A,0.0,,2303503.5
GR-2021-1059,PO-2021-1059,2021-01-19,15.63,A,0.0,,1461684.16
GR-2021-1060,PO-2021-1060,2023-09-11,21.28,A,0.0,,1755753.55
GR-2021-1061,PO-2021-1061,2022-05-23,38.25,B,0.0,,3153723.28
GR-2021-1062,PO-2021-1062,2023-01-21,43.42,B,0.0,,4010941.93
GR-2021-1063,PO-2021-1063,2021-09-10,36.8,A,0.0,,1709519.13
GR-2021-1064,PO-2021-1064,2021-12-05,16.56,A,0.0,,1847157.34
GR-2021-1065,PO-2021-1065,2023-01-10,14.23,A,0.0,,1098016.58
GR-2021-1066,PO-2021-1066,2021-04-29,25.76,B,0.48,Dimensional deviation,3229492.07
GR-2021-1067,PO-2021-1067,2022-02-14,29.5,B,0.03,Dimensional deviation,1815442.44
GR-2021-1068,PO-2021-1068,2022-10-16,34.36,B,0.0,,3342293.34
GR-2021-1069,PO-2021-1069,2024-01-10,1.62,A,0.0,,136696.38
GR-2021-1070,PO-2021-1070,2023-09-29,45.74,A,0.0,,2639318.0
GR-2021-1071,PO-2021-1071,2021-11-25,41.49,A,0.0,,4368428.17
GR-2021-1072,PO-2021-1072,2023-12-19,23.44,A,0.0,,1195199.27
GR-2021-1073,PO-2021-1073,2021-02-17,16.24,A,0.0,,1174574.25
GR-2021-1074,PO-2021-1074,2023-12-14,35.74,B,0.0,,1687276.39
GR-2021-1075,PO-2021-1075,2022-04-09,34.58,A,0.0,,2362262.64
GR-2021-1076,PO-2021-1076,2021-09-30,34.85,B,0.0,,3617507.72
GR-2021-1077,PO-2021-1077,2021-02-25,3.07,A,0.0,,163505.8
GR-2021-1078,PO-2021-1078,2023-11-22,6.76,A,0.0,,436955.67
GR-2021-1079,PO-2021-1079,2022-09-16,38.98,A,0.0,,4485049.54
GR-2021-1080,PO-2021-1080,2022-03-03,2.34,B,0.02,Dimensional deviation,141312.86
GR-2021-1081,PO-2021-1081,2022-08-09,8.85,A,0.0,,732197.03
GR-2021-1082,PO-2021-1082,2022-05-16,5.84,B,0.0,,517789.78
GR-2021-1083,PO-2021-1083,2024-01-04,48.08,B,0.0,,2792855.23
GR-2021-1084,PO-2021-1084,2021-01-22,45.98,A,0.0,,5017858.69
GR-2021-1085,PO-2021-1085,2023-02-06,32.84,C,0.88,Dimensional deviation,1875824.54
GR-2021-1086,PO-2021-1086,2023-03-04,26.18,A,0.0,,1979890.77
GR-2021-1087,PO-2021-1087,2022-10-24,6.35,B,0.0,,353789.89
GR-2021-1088,PO-2021-1088,2023-01-24,34.59,C,1.24,Dimensional deviation,1935974.07
GR-2021-1089,PO-2021-1089,2021-09-07,23.25,A,0.0,,2343983.94
GR-2021-1090,PO-2021-1090,2023-07-08,20.86,A,0.0,,2491560.68
GR-2021-1091,PO-2021-1091,2022-01-26,46.74,B,0.0,,3411681.86
GR-2021-1092,PO-2021-1092,2023-10-10,22.43,A,0.0,,2120024.56
GR-2021-1093,PO-2021-1093,2021-09-07,20.48,B,0.0,,1842089.63
GR-2021-1094,PO-2021-1094,2021-12-26,48.58,A,0.0,,3434687.68
GR-2021-1095,PO-2021-1095,2023-04-18,41.99,A,0.0,,4181338.98
GR-2021-1096,PO-2021-1096,2022-07-23,24.24,A,0.0,,2194573.81
GR-2021-1097,PO-2021-1097,2023-09-27,8.21,A,0.0,,650182.35
GR-2021-1098,PO-2021-1098,2022-06-03,12.29,A,0.0,,1424023.63
GR-2021-1099,PO-2021-1099,2021-07-30,25.36,B,0.0,,1194426.78
GR-2021-1100,PO-2021-1100,2023-03-12,15.71,B,0.0,,1452282.98
GR-2021-1101,PO-2021-1101,2021-06-22,39.61,A,0.0,,2396172.02
GR-2021-1102,PO-2021-1102,2023-10-30,13.7,A,0.0,,978057.57
GR-2021-1103,PO-2021-1103,2021-02-24,42.84,B,2.08,Dimensional deviation,2475360.26
GR-2021-1104,PO-2021-1104,2022-10-19,23.4,A,0.0,,1116364.57
GR-2021-1105,PO-2021-1105,2022-09-22,22.09,A,0.0,,1512402.01
GR-2021-1106,PO-2021-1106,2023-10-11,33.33,B,0.0,,3214078.02
GR-2021-1107,PO-2021-1107,2023-08-30,42.71,A,0.0,,3557439.15
GR-2021-1108,PO-2021-1108,2022-07-02,31.0,A,0.0,,2231610.85
GR-2021-1109,PO-2021-1109,2022-10-29,29.84,A,0.0,,1634622.46
GR-2021-1110,PO-2021-1110,2022-12-25,19.5,B,0.0,,1515233.31
GR-2021-1111,PO-2021-1111,2023-05-07,33.34,B,0.0,,2123272.74
GR-2021-1112,PO-2021-1112,2022-10-08,43.38,A,0.0,,2335249.55
GR-2021-1113,PO-2021-1113,2021-02-25,23.41,B,0.0,,2587967.25
GR-2021-1114,PO-2021-1114,2023-11-27,1.99,B,0.0,,160454.98
GR-2021-1115,PO-2021-1115,2022-10-21,16.64,A,0.0,,879134.42
GR-2021-1116,PO-2021-1116,2021-08-06,25.2,A,0.0,,2682474.41
GR-2021-1117,PO-2021-1117,2022-12-08,18.74,B,0.0,,1460747.4
GR-2021-1118,PO-2021-1118,2021-06-18,13.94,A,0.0,,941513.29
GR-2021-1119,PO-2021-1119,2023-04-19,35.95,A,0.0,,3196143.6
GR-2021-1120,PO-2021-1120,2022-12-01,28.47,A,0.0,,2438855.89
GR-2021-1121,PO-2021-1121,2022-03-23,32.78,A,0.0,,2227336.79
GR-2021-1122,PO-2021-1122,2022-09-16,16.21,B,0.0,,1243802.87
GR-2021-1123,PO-2021-1123,2023-12-07,9.78,A,0.0,,456993.21
GR-2021-1124,PO-2021-1124,2023-12-16,11.2,C,0.46,Dimensional deviation,1392689.84
GR-2021-1125,PO-2021-1125,2023-08-26,40.49,A,0.0,,4428057.18
GR-2021-1126,PO-2021-1126,2021-05-09,18.79,A,0.0,,1057122.7
GR-2021-1127,PO-2021-1127,2022-09-13,16.59,B,0.0,,1781689.59
GR-2021-1128,PO-2021-1128,2022-03-03,41.18,B,0.0,,3865224.35
GR-2021-1129,PO-2021-1129,2022-05-05,6.54,A,0.0,,389622.67
GR-2021-1130,PO-2021-1130,2022-10-12,28.26,A,0.0,,2209294.45
GR-2021-1131,PO-2021-1131,2021-04-04,14.26,A,0.0,,677585.79
GR-2021-1132,PO-2021-1132,2022-07-28,47.02,C,0.8,Dimensional deviation,4084872.16
GR-2021-1133,PO-2021-1133,2021-05-04,30.44,B,0.0,,3353954.58
GR-2021-1134,PO-2021-1134,2023-01-20,47.13,A,0.0,,4688782.95
GR-2021-1135,PO-2021-1135,2022-05-11,46.56,B,0.0,,3930497.96
GR-2021-1136,PO-2021-1136,2023-12-18,43.93,B,0.0,,2787024.4
GR-2021-1137,PO-2021-1137,2022-10-13,40.28,B,0.0,,4081267.29
GR-2021-1138,PO-2021-1138,2022-04-02,9.5,A,0.0,,1127990.01
GR-2021-1139,PO-2021-1139,2023-04-21,24.8,A,0.0,,1829764.84
GR-2021-1140,PO-2021-1140,2022-10-28,34.19,B,0.0,,4039215.99
GR-2021-1141,PO-2021-1141,2021-10-27,36.06,B,0.0,,3845148.57
GR-2021-1142,PO-2021-1142,2021-03-27,13.27,B,0.0,,989613.72
GR-2021-1143,PO-2021-1143,2023-01-26,43.2,A,0.0,,4753387.52
GR-2021-1144,PO-2021-1144,2021-02-02,15.7,A,0.0,,1813628.59
GR-2021-1145,PO-2021-1145,2022-05-11,42.77,B,0.0,,2458004.59
GR-2021-1146,PO-2021-1146,2022-10-29,14.43,A,0.0,,736032.31
GR-2021-1147,PO-2021-1147,2023-10-14,46.17,B,0.0,,3245873.49
GR-2021-1148,PO-2021-1148,2021-08-09,25.8,B,0.0,,1842556.03
GR-2021-1149,PO-2021-1149,2022-11-09,38.13,A,0.0,,3569567.49
GR-2021-1150,PO-2021-1150,2023-07-09,20.54,A,0.0,,1900481.4
GR-2021-1151,PO-2021-1151,2021-07-04,13.14,A,0.0,,1303383.88
GR-2021-1152,PO-2021-1152,2021-10-01,23.1,A,0.0,,2555059.17
GR-2021-1153,PO-2021-1153,2022-07-05,38.95,B,1.5,Dimensional deviation,2503044.04
GR-2021-1154,PO-2021-1154,2023-02-12,41.96,C,1.01,Dimensional deviation,5294377.18
GR-2021-1155,PO-2021-1155,2022-04-18,46.05,B,0.0,,4324030.59
GR-2021-1156,PO-2021-1156,2022-04-22,10.66,A,0.0,,1046214.0
GR-2021-1157,PO-2021-1157,2021-04-21,30.28,A,0.0,,1709416.61
GR-2021-1158,PO-2021-1158,2021-12-26,36.05,A,0.0,,2811232.51
GR-2021-1159,PO-2021-1159,2023-10-27,35.77,A,0.0,,2132097.53
GR-2021-1160,PO-2021-1160,2022-07-11,19.18,B,0.64,Dimensional deviation,1586317.62
GR-2021-1161,PO-2021-1161,2022-03-31,20.89,B,0.87,Dimensional deviation,1691294.92
GR-2021-1162,PO-2021-1162,2021-03-08,12.23,B,0.46,Dimensional deviation,1027981.3
GR-2021-1163,PO-2021-1163,2023-02-08,1.5,A,0.0,,83035.46
GR-2021-1164,PO-2021-1164,2023-04-05,35.54,A,0.0,,3578420.9
GR-2021-1165,PO-2021-1165,2021-06-08,3.88,B,0.0,,271463.0
GR-2021-1166,PO-2021-1166,2023-09-04,1.26,B,0.0,,104379.22
GR-2021-1167,PO-2021-1167,2022-09-16,7.42,A,0.0,,837138.79
GR-2021-1168,PO-2021-1168,2022-01-13,25.57,B,0.0,,2947409.67
GR-2021-1169,PO-2021-1169,2021-10-06,35.54,A,0.0,,2773415.98
GR-2021-1170,PO-2021-1170,2021-09-05,48.79,B,0.0,,4035477.16
GR-2021-1171,PO-2021-1171,2023-01-27,45.01,A,0.0,,2928893.25
GR-2021-1172,PO-2021-1172,2022-07-12,22.32,B,0.0,,1282304.21
GR-2021-1173,PO-2021-1173,2023-10-20,42.64,A,0.0,,4036316.49
GR-2021-1174,PO-2021-1174,2023-06-24,8.27,A,0.0,,515343.39
GR-2021-1175,PO-2021-1175,2023-09-03,35.52,A,0.0,,2766490.42
GR-2021-1176,PO-2021-1176,2021-04-06,49.17,A,0.0,,4305319.25
GR-2021-1177,PO-2021-1177,2023-10-17,7.02,B,0.0,,367249.48
GR-2021-1178,PO-2021-1178,2022-01-20,40.93,B,0.0,,3604031.05
GR-2021-1179,PO-2021-1179,2022-03-16,38.39,A,0.0,,2258575.82
GR-2021-1180,PO-2021-1180,2022-06-04,44.26,B,0.0,,2088209.68
GR-2021-1181,PO-2021-1181,2021-09-17,29.63,A,0.0,,3482100.8
GR-2021-1182,PO-2021-1182,2021-11-22,23.39,A,0.0,,2309736.9
GR-2021-1183,PO-2021-1183,2023-08-01,16.98,A,0.0,,827665.23
GR-2021-1184,PO-2021-1184,2023-07-31,11.29,A,0.0,,552677.29
GR-2021-1185,PO-2021-1185,2022-08-15,37.16,B,0.0,,3222075.16
GR-2021-1186,PO-2021-1186,2023-03-11,13.45,A,0.0,,850581.14
GR-2021-1187,PO-2021-1187,2023-04-14,42.41,A,0.0,,2446750.72
GR-2021-1188,PO-2021-1188,2023-04-17,6.61,C,0.2,Dimensional deviation,587943.71
GR-2021-1189,PO-2021-1189,2022-10-09,33.61,A,0.0,,3609847.43
GR-2021-1190,PO-2021-1190,2022-02-28,44.29,A,0.0,,3583736.98
GR-2021-1191,PO-2021-1191,2023-05-29,40.43,A,0.0,,3708972.86
GR-2021-1192,PO-2021-1192,2023-06-08,26.02,A,0.0,,3085579.19
GR-2021-1193,PO-2021-1193,2022-04-10,26.64,A,0.0,,2510664.6
GR-2021-1194,PO-2021-1194,2022-08-29,4.85,A,0.0,,512965.35
GR-2021-1195,PO-2021-1195,2021-11-10,42.12,A,0.0,,3557955.46
GR-2021-1196,PO-2021-1196,2021-04-20,26.1,B,0.0,,2179098.44
GR-2021-1197,PO-2021-1197,2021-07-28,18.25,A,0.0,,1637862.01
GR-2021-1198,PO-2021-1198,2023-11-14,37.07,A,0.0,,2972606.66
GR-2021-1199,PO-2021-1199,2022-01-17,5.04,A,0.0,,562643.78
GR-2021-1200,PO-2021-1200,2022-10-23,31.33,A,0.0,,2048279.91
GR-2021-1201,PO-2021-1201,2022-01-27,4.79,A,0.0,,573146.93
GR-2021-1202,PO-2021-1202,2021-08-12,1.86,B,0.0,,140285.68
GR-2021-1203,PO-2021-1203,2022-01-02,34.71,A,0.0,,3844533.05
GR-2021-1204,PO-2021-1204,2023-10-10,34.73,A,0.0,,4084489.0
GR-2021-1205,PO-2021-1205,2023-03-26,7.11,A,0.0,,328270.12
GR-2021-1206,PO-2021-1206,2021-02-15,11.14,A,0.0,,1053525.82
GR-2021-1207,PO-2021-1207,2022-05-24,10.33,B,0.0,,699337.49
GR-2021-1208,PO-2021-1208,2021-11-05,2.05,B,0.0,,118937.87
GR-2021-1209,PO-2021-1209,2023-07-09,1.94,A,0.0,,154278.89
GR-2021-1210,PO-2021-1210,2022-03-04,3.35,B,0.07,Dimensional deviation,165949.67
GR-2021-1211,PO-2021-1211,2023-06-16,36.82,A,0.0,,3329217.45
GR-2021-1212,PO-2021-1212,2022-09-09,19.94,C,0.88,Dimensional deviation,1787203.21
GR-2021-1213,PO-2021-1213,2023-10-06,26.76,A,0.0,,2061127.64
GR-2021-1214,PO-2021-1214,2021-05-26,44.41,A,0.0,,2396553.86
GR-2021-1215,PO-2021-1215,2022-12-19,2.01,A,0.0,,134533.64
GR-2021-1216,PO-2021-1216,2023-09-02,12.28,A,0.0,,760478.9
GR-2021-1217,PO-2021-1217,2022-12-08,43.88,B,0.0,,4393666.62
GR-2021-1218,PO-2021-1218,2023-05-18,40.09,B,0.0,,4354178.57
GR-2021-1219,PO-2021-1219,2022-03-12,32.97,B,0.94,Dimensional deviation,1915934.47
GR-2021-1220,PO-2021-1220,2021-11-27,39.84,B,0.0,,4615276.51
GR-2021-1221,PO-2021-1221,2022-09-25,28.08,B,0.0,,3392033.01
GR-2021-1222,PO-2021-1222,2022-07-02,9.49,B,0.0,,1046434.06
GR-2021-1223,PO-2021-1223,2021-03-12,21.9,A,0.0,,2018110.56
GR-2021-1224,PO-2021-1224,2022-04-20,49.42,B,0.0,,5161123.4
GR-2021-1225,PO-2021-1225,2021-04-19,42.58,A,0.0,,4732773.85
GR-2021-1226,PO-2021-1226,2021-08-19,39.83,A,0.0,,4705520.98
GR-2021-1227,PO-2021-1227,2021-08-23,41.03,B,0.0,,1991389.29
GR-2021-1228,PO-2021-1228,2021-12-19,45.42,A,0.0,,2591322.36
GR-2021-1229,PO-2021-1229,2023-07-08,36.63,A,0.0,,1935296.88
GR-2021-1230,PO-2021-1230,2023-01-25,7.0,B,0.0,,422796.64
GR-2021-1231,PO-2021-1231,2021-01-18,17.58,A,0.0,,1468575.12
GR-2021-1232,PO-2021-1232,2022-07-07,18.65,B,0.0,,1771309.53
GR-2021-1233,PO-2021-1233,2023-12-31,7.73,A,0.0,,598774.87
GR-2021-1234,PO-2021-1234,2023-08-15,46.78,A,0.0,,3693856.22
GR-2021-1235,PO-2021-1235,2021-02-05,5.13,A,0.0,,353343.25
GR-2021-1236,PO-2021-1236,2021-12-19,20.26,A,0.0,,968541.75
GR-2021-1237,PO-2021-1237,2021-11-19,48.5,B,0.0,,3719954.81
GR-2021-1238,PO-2021-1238,2022-09-27,1.38,A,0.0,,91717.15
GR-2021-1239,PO-2021-1239,2021-11-12,32.37,B,0.0,,3631554.02
GR-2021-1240,PO-2021-1240,2023-07-02,38.85,A,0.0,,4330740.17
GR-2021-1241,PO-2021-1241,2021-03-25,36.4,A,0.0,,3671408.2
GR-2021-1242,PO-2021-1242,2023-12-18,5.34,B,0.02,Dimensional deviation,498608.11
GR-2021-1243,PO-2021-1243,2022-12-14,2.35,B,0.0,,248245.41
GR-2021-1244,PO-2021-1244,2022-06-20,36.5,A,0.0,,4356190.56
GR-2021-1245,PO-2021-1245,2021-05-06,31.48,A,0.0,,2270692.06
GR-2021-1246,PO-2021-1246,2021-09-22,28.85,A,0.0,,1318608.55
GR-2021-1247,PO-2021-1247,2022-05-16,15.53,A,0.0,,1488000.36
GR-2021-1248,PO-2021-1248,2021-10-27,36.9,A,0.0,,1964409.62
GR-2021-1249,PO-2021-1249,2022-02-09,5.79,A,0.0,,570563.57
GR-2021-1250,PO-2021-1250,2021-06-25,21.65,B,0.0,,1194748.65
GR-2021-1251,PO-2021-1251,2023-07-17,33.9,B,0.0,,2569055.06
GR-2021-1252,PO-2021-1252,2023-12-11,29.52,B,0.0,,2747725.9
GR-2021-1253,PO-2021-1253,2023-10-16,7.99,B,0.0,,440091.8
GR-2021-1254,PO-2021-1254,2023-08-04,43.01,B,0.0,,2331893.79
GR-2021-1255,PO-2021-1255,2023-08-01,37.36,A,0.0,,4351960.17
GR-2021-1256,PO-2021-1256,2021-09-06,6.86,A,0.0,,608145.93
GR-2021-1257,PO-2021-1257,2023-12-14,19.11,A,0.0,,2291068.99
GR-2021-1258,PO-2021-1258,2022-09-07,39.39,B,0.0,,2213617.69
GR-2021-1259,PO-2021-1259,2023-05-28,44.12,A,0.0,,2725673.26
GR-2021-1260,PO-2021-1260,2023-10-05,27.81,A,0.0,,1393374.07
GR-2021-1261,PO-2021-1261,2023-05-24,28.5,B,0.0,,3231618.92
GR-2021-1262,PO-2021-1262,2023-02-23,38.09,A,0.0,,3176748.5
GR-2021-1263,PO-2021-1263,2023-07-29,43.1,B,0.0,,3015048.51
GR-2021-1264,PO-2021-1264,2023-04-23,44.74,B,0.0,,3176864.53
GR-2021-1265,PO-2021-1265,2023-07-10,43.12,B,0.0,,4257905.43
GR-2021-1266,PO-2021-1266,2022-10-09,5.13,A,0.0,,603016.5
GR-2021-1267,PO-2021-1267,2021-04-22,37.56,A,0.0,,3124327.04
GR-2021-1268,PO-2021-1268,2021-09-26,13.79,C,0.09,Dimensional deviation,909479.87
GR-2021-1269,PO-2021-1269,2023-07-02,30.53,B,0.0,,2309644.98
GR-2021-1270,PO-2021-1270,2023-10-18,22.27,B,0.0,,1705854.35
GR-2021-1271,PO-2021-1271,2022-10-23,5.45,A,0.0,,646922.42
GR-2021-1272,PO-2021-1272,2021-12-21,9.54,B,0.44,Dimensional deviation,1061941.31
GR-2021-1273,PO-2021-1273,2022-09-27,3.88,B,0.0,,455457.73
GR-2021-1274,PO-2021-1274,2021-03-08,20.03,B,0.0,,1387652.54
GR-2021-1275,PO-2021-1275,2022-10-31,46.71,A,0.0,,5301487.44
GR-2021-1276,PO-2021-1276,2022-02-28,25.11,B,0.0,,2551959.93
GR-2021-1277,PO-2021-1277,2021-08-28,16.53,A,0.0,,1435635.73
GR-2021-1278,PO-2021-1278,2023-09-22,32.01,A,0.0,,3637505.37
GR-2021-1279,PO-2021-1279,2022-07-13,38.25,B,0.0,,3603528.02
GR-2021-1280,PO-2021-1280,2022-09-22,5.06,A,0.0,,473619.94
GR-2021-1281,PO-2021-1281,2021-11-02,49.19,B,0.0,,5107959.23
GR-2021-1282,PO-2021-1282,2023-06-01,1.04,B,0.0,,83841.35
GR-2021-1283,PO-2021-1283,2022-08-25,3.92,A,0.0,,450836.41
GR-2021-1284,PO-2021-1284,2022-06-10,42.15,A,0.0,,2577243.36
GR-2021-1285,PO-2021-1285,2022-08-15,35.97,C,0.1,Dimensional deviation,3376611.8
GR-2021-1286,PO-2021-1286,2021-07-12,41.33,B,0.0,,4143174.3
GR-2021-1287,PO-2021-1287,2023-06-17,47.75,A,0.0,,3299695.85
GR-2021-1288,PO-2021-1288,2022-12-14,14.29,A,0.0,,1361365.82
GR-2021-1289,PO-2021-1289,2022-12-16,47.72,A,0.0,,3341749.58
GR-2021-1290,PO-2021-1290,2021-10-09,1.2,B,0.0,,55319.26
GR-2021-1291,PO-2021-1291,2023-05-11,27.36,A,0.0,,2847790.75
GR-2021-1292,PO-2021-1292,2021-06-18,33.88,A,0.0,,2425847.92
GR-2021-1293,PO-2021-1293,2023-01-07,41.95,A,0.0,,4460096.49
GR-2021-1294,PO-2021-1294,2021-09-21,46.7,B,0.0,,3672734.84
GR-2021-1295,PO-2021-1295,2021-02-23,10.32,B,0.0,,1102574.6
GR-2021-1296,PO-2021-1296,2022-09-18,48.57,A,0.0,,5763341.18
GR-2021-1297,PO-2021-1297,2022-08-11,1.34,B,0.0,,160406.69
GR-2021-1298,PO-2021-1298,2023-04-06,28.68,B,0.0,,2370449.06
GR-2021-1299,PO-2021-1299,2022-02-10,29.16,B,0.43,Dimensional deviation,3130680.43
GR-2021-1300,PO-2021-1300,2022-07-01,36.45,A,0.0,,2407899.31
GR-2021-1301,PO-2021-1301,2021-02-28,43.91,A,0.0,,1998640.87
GR-2021-1302,PO-2021-1302,2021-04-22,42.29,B,0.0,,3199599.79
GR-2021-1303,PO-2021-1303,2023-12-14,18.6,A,0.0,,1907047.25
GR-2021-1304,PO-2021-1304,2022-04-16,45.57,B,0.0,,3906815.42
GR-2021-1305,PO-2021-1305,2021-01-26,17.26,A,0.0,,1931528.41
GR-2021-1306,PO-2021-1306,2021-03-02,47.75,A,0.0,,5453218.5
GR-2021-1307,PO-2021-1307,2021-12-09,4.04,A,0.0,,374940.17
GR-2021-1308,PO-2021-1308,2023-09-18,29.79,A,0.0,,2761927.57
GR-2021-1309,PO-2021-1309,2022-06-02,24.07,A,0.0,,2830395.94
GR-2021-1310,PO-2021-1310,2022-11-30,47.1,B,0.0,,4873248.55
GR-2021-1311,PO-2021-1311,2023-06-21,29.27,A,0.0,,1510061.49
GR-2021-1312,PO-2021-1312,2021-03-28,44.2,A,0.0,,4327271.71
GR-2021-1313,PO-2021-1313,2021-09-28,3.67,A,0.0,,334163.87
GR-2021-1314,PO-2021-1314,2021-05-25,28.32,B,0.0,,1906172.78
GR-2021-1315,PO-2021-1315,2023-04-19,12.38,A,0.0,,1117404.92
GR-2021-1316,PO-2021-1316,2021-02-06,23.68,B,0.0,,1831313.34
GR-2021-1317,PO-2021-1317,2021-08-02,23.17,B,0.0,,1618537.82
GR-2021-1318,PO-2021-1318,2021-08-25,29.87,A,0.0,,1509985.73
GR-2021-1319,PO-2021-1319,2022-02-15,13.47,B,0.0,,1038364.19
GR-2021-1320,PO-2021-1320,2023-07-08,7.41,C,0.05,Dimensional deviation,389340.78
GR-2021-1321,PO-2021-1321,2022-10-11,47.89,B,0.0,,4878792.3
GR-2021-1322,PO-2021-1322,2021-11-06,15.97,A,0.0,,1140673.6
GR-2021-1323,PO-2021-1323,2021-01-30,3.78,A,0.0,,316356.07
GR-2021-1324,PO-2021-1324,2021-04-28,10.48,A,0.0,,634494.8
GR-2021-1325,PO-2021-1325,2021-06-03,33.46,B,0.0,,3275473.75
GR-2021-1326,PO-2021-1326,2022-11-20,21.33,A,0.0,,1230319.92
GR-2021-1327,PO-2021-1327,2021-04-11,45.7,A,0.0,,4281178.98
GR-2021-1328,PO-2021-1328,2022-04-27,12.69,A,0.0,,1272194.23
GR-2021-1329,PO-2021-1329,2023-02-17,10.02,B,0.0,,1195985.73
GR-2021-1330,PO-2021-1330,2021-01-28,2.45,B,0.0,,132488.82
GR-2021-1331,PO-2021-1331,2023-06-27,3.14,B,0.0,,148763.22
GR-2021-1332,PO-2021-1332,2022-08-16,43.38,C,1.36,Dimensional deviation,4565337.76
GR-2021-1333,PO-2021-1333,2022-05-25,2.0,C,0.03,Dimensional deviation,230716.74
GR-2021-1334,PO-2021-1334,2021-02-20,32.98,B,0.0,,3685427.21
GR-2021-1335,PO-2021-1335,2022-03-21,12.75,B,0.0,,1349936.88
GR-2021-1336,PO-2021-1336,2021-12-25,43.83,A,0.0,,2197741.77
GR-2021-1337,PO-2021-1337,2021-10-06,27.04,A,0.0,,2630774.23
GR-2021-1338,PO-2021-1338,2023-06-10,38.19,B,0.0,,3418608.0
GR-2021-1339,PO-2021-1339,2022-09-02,13.06,B,0.0,,1208865.76
GR-2021-1340,PO-2021-1340,2021-09-27,11.2,A,0.0,,574937.78
GR-2021-1341,PO-2021-1341,2021-05-29,19.97,B,0.0,,2225856.83
GR-2021-1342,PO-2021-1342,2023-11-25,26.17,B,0.0,,1544169.84
GR-2021-1343,PO-2021-1343,2023-02-12,35.93,A,0.0,,2961686.06
GR-2021-1344,PO-2021-1344,2023-04-14,11.25,B,0.46,Dimensional deviation,736576.31
GR-2021-1345,PO-2021-1345,2023-03-28,21.67,A,0.0,,1599729.03
GR-2021-1346,PO-2021-1346,2023-02-14,5.15,A,0.0,,522064.31
GR-2021-1347,PO-2021-1347,2023-07-13,12.16,A,0.0,,590492.64
GR-2021-1348,PO-2021-1348,2022-12-06,23.79,B,0.0,,1809304.61
GR-2021-1349,PO-2021-1349,2023-10-22,19.73,A,0.0,,1154147.07
GR-2021-1350,PO-2021-1350,2022-07-12,44.88,B,0.0,,3030402.9
GR-2021-1351,PO-2021-1351,2023-11-23,46.11,B,0.0,,2430463.55
GR-2021-1352,PO-2021-1352,2023-01-20,10.45,B,0.2,Dimensional deviation,672337.6
GR-2021-1353,PO-2021-1353,2022-06-02,10.31,A,0.0,,933728.37
